petition_id,county,year,title,title_date,reference,ll_img,head,id
511,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/35,,"Anne Wornam, wife of Michaell Wornam of St Martins in the fields. WJ/SR/NS/051/35 (1638)",155270.xml
512,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/36,,"Sarah Goff, a poor creature. WJ/SR/NS/051/36 (1638)",155270.xml
513,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/37,,William Newcum. WJ/SR/NS/051/37 (1638),155270.xml
514,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/38,,John Wilde. WJ/SR/NS/051/38 (1638),155270.xml
515,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/39,,"Thomas Serjeant, blacksmith. WJ/SR/NS/051/39 (1638)",155270.xml
516,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/40,,William Terryn. WJ/SR/NS/051/40 (1638),155270.xml
517,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/41,,Thomas Allen and Marie his wife. WJ/SR/NS/051/41 (1638),155270.xml
518,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/43,,John Wells and Elizabeth his wife. WJ/SR/NS/051/43 (1638),155270.xml
519,Westminster,1638,Westminster Quarter Sessions: 1630s,1638,WJ/SR/NS/051/45,,Isaack Mills. WJ/SR/NS/051/45 (1638),155270.xml
520,Westminster,1711,Westminster Quarter Sessions: 1710s,1711,WJ/SP/1711/10,LMWJPS653340003,"James Boursott of St Martins in the Fields, barber and periwig maker. WJ/SP/1711/10 (1711). LondonLives reference: LMWJPS653340003",155274.xml
521,Westminster,1714,Westminster Quarter Sessions: 1710s,1714,WJ/SP/1714/10/002,LMWJPS653380002,John Clough junior of St Giles without Cripplegate. WJ/SP/1714/10/002 (1714). LondonLives reference: LMWJPS653380002,155274.xml
522,Westminster,1714,Westminster Quarter Sessions: 1710s,1714,WJ/SP/1714/10/003,LMWJPS653380004,"Thomas Lund, victualler of St Martin's parish. WJ/SP/1714/10/003 (1714). LondonLives reference: LMWJPS653380004",155274.xml
523,Westminster,1714,Westminster Quarter Sessions: 1710s,1714,WJ/SP/1714/10/004,LMWJPS653380006,"John Warner of St Martins in the Fields, salesman. WJ/SP/1714/10/004 (1714). LondonLives reference: LMWJPS653380006",155274.xml
524,Westminster,1714,Westminster Quarter Sessions: 1710s,1714,WJ/SP/1714/10/005,LMWJPS653380007,"Damask Buss, wife of Eward Buss. WJ/SP/1714/10/005 (1714). LondonLives reference: LMWJPS653380007",155274.xml
525,Westminster,1715,Westminster Quarter Sessions: 1710s,1715,WJ/SP/1715/04/002,LMWJPS653400003,"Eleanor Tollet, relict of the late Reverend Marcus Tollet, master of St James's Free Grammar School. WJ/SP/1715/04/002 (1715). LondonLives reference: LMWJPS653400003",155274.xml
526,Westminster,1715,Westminster Quarter Sessions: 1710s,1715,WJ/SP/1715/04/003,LMWJPS653400005,The churchwardens and surveyors of the highways of St Anne Westminster. WJ/SP/1715/04/003 (1715). LondonLives reference: LMWJPS653400005,155274.xml
527,Westminster,1715,Westminster Quarter Sessions: 1710s,1715,WJ/SP/1715/07/001,LMWJPS653410002,Edward Haines. WJ/SP/1715/07/001 (1715). LondonLives reference: LMWJPS653410002,155274.xml
528,Westminster,1715,Westminster Quarter Sessions: 1710s,1715,WJ/SP/1715/07/002,LMWJPS653410004,"William Smith, apprentice to William Spencer, cordwainer. WJ/SP/1715/07/002 (1715). LondonLives reference: LMWJPS653410004",155274.xml
529,Westminster,1715,Westminster Quarter Sessions: 1710s,1715,WJ/SP/1715/10/001,LMWJPS653420002,Edward Jenkins. WJ/SP/1715/10/001 (1715). LondonLives reference: LMWJPS653420002,155274.xml
530,Westminster,1716,Westminster Quarter Sessions: 1710s,1716,WJ/SP/1716/01/001,LMWJPS653430003,"Hugh Hamilton, late apprentice to Daniele Hoskins deceased. WJ/SP/1716/01/001 (1716). LondonLives reference: LMWJPS653430003",155274.xml
531,Westminster,1716,Westminster Quarter Sessions: 1710s,1716,WJ/SP/1716/06/001,LMWJPS653440002,Richard Read. WJ/SP/1716/06/001 (1716). LondonLives reference: LMWJPS653440002,155274.xml
532,Westminster,1716,Westminster Quarter Sessions: 1710s,1716,WJ/SP/1716/06/002,LMWJPS653440003,"John Johnson of St Paul Covent Garden, mercer. WJ/SP/1716/06/002 (1716). LondonLives reference: LMWJPS653440003",155274.xml
533,Westminster,1716,Westminster Quarter Sessions: 1710s,1716,WJ/SP/1716/06/003,LMWJPS653440005,Thomas Jones of St James Westminster. WJ/SP/1716/06/003 (1716). LondonLives reference: LMWJPS653440005,155274.xml
534,Westminster,1716,Westminster Quarter Sessions: 1710s,1716,WJ/SP/1716/06/006,LMWJPS653440009,"Thomas Frazer, late constable of Knightsbridge in St Margaret Westminster. WJ/SP/1716/06/006 (1716). LondonLives reference: LMWJPS653440009",155274.xml
535,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/01/001,LMWJPS653450002,"Charles Billy, Elizabeth his wife, Jane Clarke, and Elizabeth the wife of Peter Clarke. WJ/SP/1717/01/001 (1717). LondonLives reference: LMWJPS653450002",155274.xml
536,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/01/002,LMWJPS653450003,"Mary Fletcher, wife of John Fletcher of St Clement Danes, butcher. WJ/SP/1717/01/002 (1717). LondonLives reference: LMWJPS653450003",155274.xml
537,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/04/001,LMWJPS653460002,"William Marple of St James Westminster, victualler. WJ/SP/1717/04/001 (1717). LondonLives reference: LMWJPS653460002",155274.xml
538,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/06/003,LMWJPS653470004,"William Murray, on behalf of himself and other inhabitants of St Margaret Westminster. WJ/SP/1717/06/003 (1717). LondonLives reference: LMWJPS653470004",155274.xml
539,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/06/005,LMWJPS653470007,"William Blackmore and Francis Rhodes, surveyors of the highways of St Paul Covent Garden. WJ/SP/1717/06/005 (1717). LondonLives reference: LMWJPS653470007",155274.xml
540,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/10/001,LMWJPS653480001,"Thomas Mills, a prisoner in the Gatehouse. WJ/SP/1717/10/001 (1717). LondonLives reference: LMWJPS653480001",155274.xml
541,Westminster,1717,Westminster Quarter Sessions: 1710s,1717,WJ/SP/1717/10/003,LMWJPS653480003,"Daniell de Ribancourt, late lieutenant in Colonel Foysack regiment. WJ/SP/1717/10/003 (1717). LondonLives reference: LMWJPS653480003",155274.xml
542,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/003,LMWJPS653490004,Walter Hardie. WJ/SP/1718/07/003 (1718). LondonLives reference: LMWJPS653490004,155274.xml
543,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/004,LMWJPS653490005,Elonor Maria Evans. WJ/SP/1718/07/004 (1718). LondonLives reference: LMWJPS653490005,155274.xml
544,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/005,LMWJPS653490006,Thomas Moulden. WJ/SP/1718/07/005 (1718). LondonLives reference: LMWJPS653490006,155274.xml
545,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/006,LMWJPS653490007,William Flower. WJ/SP/1718/07/006 (1718). LondonLives reference: LMWJPS653490007,155274.xml
546,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/007,LMWJPS653490008,"Christian Simmerwell, widow. WJ/SP/1718/07/007 (1718). LondonLives reference: LMWJPS653490008",155274.xml
547,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/008,LMWJPS653490009,Richard Fletcher. WJ/SP/1718/07/008 (1718). LondonLives reference: LMWJPS653490009,155274.xml
548,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/07/009,LMWJPS653490010,"Zachariah Cooke of St Martins in the Fields, apprentice to James Overy, shoemaker. WJ/SP/1718/07/009 (1718). LondonLives reference: LMWJPS653490010",155274.xml
549,Westminster,1718,Westminster Quarter Sessions: 1710s,1718,WJ/SP/1718/10/001,LMWJPS653500002,William Dawson. WJ/SP/1718/10/001 (1718). LondonLives reference: LMWJPS653500002,155274.xml
550,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/01/001,LMWJPS653510003,Thomas Turner. WJ/SP/1719/01/001 (1719). LondonLives reference: LMWJPS653510003,155274.xml
551,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/01/002,LMWJPS653510004,Edward Thorns. WJ/SP/1719/01/002 (1719). LondonLives reference: LMWJPS653510004,155274.xml
552,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/01/030,LMWJPS653510005,"Martha Taylor, widow and executrix of William Taylor late deputy clerk of the peace. WJ/SP/1719/01/030 (1719). LondonLives reference: LMWJPS653510005",155274.xml
553,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/04/001,LMWJPS653520002,The widow Lawrance. WJ/SP/1719/04/001 (1719). LondonLives reference: LMWJPS653520002,155274.xml
554,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/04/002,LMWJPS653520004,The churchwardens and surveyors of the highways of St Anne Westminster. WJ/SP/1719/04/002 (1719). LondonLives reference: LMWJPS653520004,155274.xml
555,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/04/003,LMWJPS653520005,"Anne Allen, spinster. WJ/SP/1719/04/003 (1719). LondonLives reference: LMWJPS653520005",155274.xml
556,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/07/001,LMWJPS653530002,William Hooton. WJ/SP/1719/07/001 (1719). LondonLives reference: LMWJPS653530002,155274.xml
557,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/07/002,LMWJPS653530004,"Ann Evans, widow of Thomas Evans late keeper of the house of correction. WJ/SP/1719/07/002 (1719). LondonLives reference: LMWJPS653530004",155274.xml
558,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/07/003,LMWJPS653530005,"Ann Evans, widow of Thomas Evans late governor of the house of correction. WJ/SP/1719/07/003 (1719). LondonLives reference: LMWJPS653530005",155274.xml
559,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/10/002,LMWJPS653540003,"Robert Murray, periwig maker. WJ/SP/1719/10/002 (1719). LondonLives reference: LMWJPS653540003",155274.xml
560,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/10/003,LMWJPS653540004,Thomas Lloyd. WJ/SP/1719/10/003 (1719). LondonLives reference: LMWJPS653540004,155274.xml
561,Westminster,1719,Westminster Quarter Sessions: 1710s,1719,WJ/SP/1719/10/005a,LMWJPS653540006,Booth Chaderton. WJ/SP/1719/10/005a (1719). LondonLives reference: LMWJPS653540006,155274.xml
562,Westminster,1720,Westminster Quarter Sessions: 1720s,1720,WJ/SP/1720/04/001,LMWJPS653560002,"Thomas Simes, apprentice to Peter Shuttleworth, citizen and lorimer of London. WJ/SP/1720/04/001 (1720). LondonLives reference: LMWJPS653560002",155275.xml
563,Westminster,1720,Westminster Quarter Sessions: 1720s,1720,WJ/SP/1720/04/002,LMWJPS653560004,"George Allatt, son of Thomas Allatt of St Martins in the Fields, coachmaker. WJ/SP/1720/04/002 (1720). LondonLives reference: LMWJPS653560004",155275.xml
564,Westminster,1721,Westminster Quarter Sessions: 1720s,1721,WJ/SP/1721/07/001,LMWJPS653610001,"Thomas Lloyd, victualer. WJ/SP/1721/07/001 (1721). LondonLives reference: LMWJPS653610001",155275.xml
565,Westminster,1721,Westminster Quarter Sessions: 1720s,1721,WJ/SP/1721/07/002,LMWJPS653610002,Richard Roberts. WJ/SP/1721/07/002 (1721). LondonLives reference: LMWJPS653610002,155275.xml
566,Westminster,1721,Westminster Quarter Sessions: 1720s,1721,WJ/SP/1721/07/003,LMWJPS653610003,William Heath. WJ/SP/1721/07/003 (1721). LondonLives reference: LMWJPS653610003,155275.xml
567,Westminster,1721,Westminster Quarter Sessions: 1720s,1721,WJ/SP/1721/07/004,LMWJPS653610004,"Thomas Lloyd, victualer. WJ/SP/1721/07/004 (1721). LondonLives reference: LMWJPS653610004",155275.xml
568,Westminster,1721,Westminster Quarter Sessions: 1720s,1721,WJ/SP/1721/07/005,LMWJPS653610005,Michael Crane junior. WJ/SP/1721/07/005 (1721). LondonLives reference: LMWJPS653610005,155275.xml
569,Westminster,1723,Westminster Quarter Sessions: 1720s,1723,WJ/SP/1723/04/002,LMWJPS653650003,John Hallin mariner. WJ/SP/1723/04/002 (1723). LondonLives reference: LMWJPS653650003,155275.xml
570,Westminster,1724,Westminster Quarter Sessions: 1720s,1724,WJ/SP/1724/10/001,LMWJPS653690002,Thomas Shergold. WJ/SP/1724/10/001 (1724). LondonLives reference: LMWJPS653690002,155275.xml
571,Westminster,1724,Westminster Quarter Sessions: 1720s,1724,WJ/SP/1724/10/002,LMWJPS653690004,Thomas Hyhorn. WJ/SP/1724/10/002 (1724). LondonLives reference: LMWJPS653690004,155275.xml
572,Westminster,1724,Westminster Quarter Sessions: 1720s,1724,WJ/SP/1724/10/003,LMWJPS653690006,"Ann Hyon, widow. WJ/SP/1724/10/003 (1724). LondonLives reference: LMWJPS653690006",155275.xml
573,Westminster,1724,Westminster Quarter Sessions: 1720s,1724,WJ/SP/1724/10/006,LMWJPS653690009,"James Stedman, William Tuffnall and Thomas Burt. WJ/SP/1724/10/006 (1724). LondonLives reference: LMWJPS653690009",155275.xml
574,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/01/001,LMWJPS653700002,John Elliot. WJ/SP/1725/01/001 (1725). LondonLives reference: LMWJPS653700002,155275.xml
575,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/01/002,LMWJPS653700004,James Macleane. WJ/SP/1725/01/002 (1725). LondonLives reference: LMWJPS653700004,155275.xml
576,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/01/003,LMWJPS653700006,"Francis Cooper, victualer. WJ/SP/1725/01/003 (1725). LondonLives reference: LMWJPS653700006",155275.xml
577,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/01/005,LMWJPS653700009,John Witherington and John Baker. WJ/SP/1725/01/005 (1725). LondonLives reference: LMWJPS653700009,155275.xml
578,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/01/006,LMWJPS653700010,James Wilson. WJ/SP/1725/01/006 (1725). LondonLives reference: LMWJPS653700010,155275.xml
579,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/03/001,LMWJPS653720001,John Dean. WJ/SP/1725/03/001 (1725). LondonLives reference: LMWJPS653720001,155275.xml
580,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/03/002,LMWJPS653720002,Robert Hussey. WJ/SP/1725/03/002 (1725). LondonLives reference: LMWJPS653720002,155275.xml
581,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/03/003,LMWJPS653720005,"Sarah Lawrence, widow, and William Lawrence her son, apprentice to John Evans of St James Westminster carpenter. WJ/SP/1725/03/003 (1725). LondonLives reference: LMWJPS653720005",155275.xml
582,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/03/004,LMWJPS653720006,"Henry Gunter and Thomas Humfrys, surveyors of the highways of St Paul Covent Garden. WJ/SP/1725/03/004 (1725). LondonLives reference: LMWJPS653720006",155275.xml
583,Westminster,1725,Westminster Quarter Sessions: 1720s,1725,WJ/SP/1725/03/005,LMWJPS653720007,The churchwardens and surveyors of the highways of St Georges Hanover Square. WJ/SP/1725/03/005 (1725). LondonLives reference: LMWJPS653720007,155275.xml
584,Westminster,1726,Westminster Quarter Sessions: 1720s,1726,WJ/SP/1726/01/001,LMWJPS653750002,"Mary Keating, widow of James Keating, on behalf of herself and children. WJ/SP/1726/01/001 (1726). LondonLives reference: LMWJPS653750002",155275.xml
585,Westminster,1728,Westminster Quarter Sessions: 1720s,1728,WJ/SP/1728/01/004,LMWJPS653830006,"Jonathan Woodward, an ancient housekeeper. WJ/SP/1728/01/004 (1728). LondonLives reference: LMWJPS653830006",155275.xml
586,Westminster,1728,Westminster Quarter Sessions: 1720s,1728,WJ/SP/1728/07/003,LMWJPS653840004,The churchwardens and surveyors of the highways of St Anne Westminster. WJ/SP/1728/07/003 (1728). LondonLives reference: LMWJPS653840004,155275.xml
587,Westminster,1729,Westminster Quarter Sessions: 1720s,1729,WJ/SP/1729/07/004,LMWJPS653870009,"Hugh Davis of St Anne Westminster, victualler. WJ/SP/1729/07/004 (1729). LondonLives reference: LMWJPS653870009",155275.xml
588,Westminster,1730,Westminster Quarter Sessions: 1730,1730,WJ/SP/1730/01/003,LMWJPS653890004,"James Stedman, carpenter, William Tufnell, bricklayer, and Thomas Burt, smith. WJ/SP/1730/01/003 (1730). LondonLives reference: LMWJPS653890004",155276.xml
589,Westminster,1730,Westminster Quarter Sessions: 1730,1730,WJ/SP/1730/10/001,LMWJPS653900004,The prisoners detained for the rescue of the Gatehouse. WJ/SP/1730/10/001 (1730). LondonLives reference: LMWJPS653900004,155276.xml
590,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/008,LMWJPS653920010,The churchwardens and surveyors of the highways of St George Hanover Square. WJ/SP/1731/04/008 (1731). LondonLives reference: LMWJPS653920010,155277.xml
591,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04,LMWJPS653920012,The churchwardens and surveyors of the highways of St Anne Westminster. WJ/SP/1731/04 (1731). LondonLives reference: LMWJPS653920012,155277.xml
592,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/010,LMWJPS653920013,The churchwardens and surveyors of the highways of St George Hanover Square. WJ/SP/1731/04/010 (1731). LondonLives reference: LMWJPS653920013,155277.xml
593,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/011,LMWJPS653920015,John Sherwin. WJ/SP/1731/04/011 (1731). LondonLives reference: LMWJPS653920015,155277.xml
594,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/012,LMWJPS653920016,Mathew Laney. WJ/SP/1731/04/012 (1731). LondonLives reference: LMWJPS653920016,155277.xml
595,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/013,LMWJPS653920017,Mary Fedden. WJ/SP/1731/04/013 (1731). LondonLives reference: LMWJPS653920017,155277.xml
596,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/014,LMWJPS653920018,Mary Fedden. WJ/SP/1731/04/014 (1731). LondonLives reference: LMWJPS653920018,155277.xml
597,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/04/015,LMWJPS653920019,James Spencer. WJ/SP/1731/04/015 (1731). LondonLives reference: LMWJPS653920019,155277.xml
598,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/07/004,LMWJPS653930004,John Ainsworth. WJ/SP/1731/07/004 (1731). LondonLives reference: LMWJPS653930004,155277.xml
599,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/07/005,LMWJPS653930006,"William Hancock, Elizabeth his wife and Henry Hancock their son. WJ/SP/1731/07/005 (1731). LondonLives reference: LMWJPS653930006",155277.xml
600,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/10/004,LMWJPS653940004,"Robert Cotes of St Mary Lestrand in this liberty, apothecary. WJ/SP/1731/10/004 (1731). LondonLives reference: LMWJPS653940004",155277.xml
601,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/10/005,LMWJPS653940006,"Jervace Thornton of Theiving Lane Westminster, victualer. WJ/SP/1731/10/005 (1731). LondonLives reference: LMWJPS653940006",155277.xml
602,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/10/006,LMWJPS653940007,"John Fisher of St Margarets Westminster, plumber. WJ/SP/1731/10/006 (1731). LondonLives reference: LMWJPS653940007",155277.xml
603,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/10/008,LMWJPS653940009,"Patrick Russell, minister, Jonas Clifton and 19 other inhabitants of Westminster. WJ/SP/1731/10/008 (1731). LondonLives reference: LMWJPS653940009",155277.xml
604,Westminster,1731,Westminster Quarter Sessions: 1731,1731,WJ/SP/1731/10/003,LMWJPS653940014,Francis Steadman. WJ/SP/1731/10/003 (1731). LondonLives reference: LMWJPS653940014,155277.xml
605,Westminster,1732,Westminster Quarter Sessions: 1732,1732,WJ/SP/1732/06/004,LMWJPS653950006,"Philip Desternell, son of [...] Desternell of Paddington. WJ/SP/1732/06/004 (1732). LondonLives reference: LMWJPS653950006",155278.xml
606,Westminster,1732,Westminster Quarter Sessions: 1732,1732,WJ/SP/1732/06/005,LMWJPS653950008,Mary Mellison. WJ/SP/1732/06/005 (1732). LondonLives reference: LMWJPS653950008,155278.xml
607,Westminster,1732,Westminster Quarter Sessions: 1732,1732,WJ/SP/1732/06/007,LMWJPS653950011,"Jane Steel, wife of Thomas Steel. WJ/SP/1732/06/007 (1732). LondonLives reference: LMWJPS653950011",155278.xml
608,Westminster,1732,Westminster Quarter Sessions: 1732,1732,WJ/SP/1732/06/008,LMWJPS653950012,"Charles Galagher, a prisoner in the Gatehouse. WJ/SP/1732/06/008 (1732). LondonLives reference: LMWJPS653950012",155278.xml
609,Westminster,1732,Westminster Quarter Sessions: 1732,1732,WJ/SP/1732/06/009,LMWJPS653950013,"John Muriott, John Hill, Elizabeth Kennedy and other inhabitants of St Martin Le Grand. WJ/SP/1732/06/009 (1732). LondonLives reference: LMWJPS653950013",155278.xml
610,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/01,LMWJPS653960002,The prisoners for debt in the Gatehouse. WJ/SP/1733/01 (1733). LondonLives reference: LMWJPS653960002,155279.xml
611,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/01/002,LMWJPS653960006,"John Elphick, Mary Roberts and [...] Paterson. WJ/SP/1733/01/002 (1733). LondonLives reference: LMWJPS653960006",155279.xml
612,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/003,LMWJPS653980003,"Francis Geary, keeper of the Gatehouse. WJ/SP/1733/06/003 (1733). LondonLives reference: LMWJPS653980003",155279.xml
613,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/004,LMWJPS653980004,Francis Geary. WJ/SP/1733/06/004 (1733). LondonLives reference: LMWJPS653980004,155279.xml
614,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/006,LMWJPS653980006,The churchwardens and surveyors of the highways of St George Hanover Square. WJ/SP/1733/06/006 (1733). LondonLives reference: LMWJPS653980006,155279.xml
615,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/007,LMWJPS653980008,"William Betts, a prisoner in Tothill Fields bridewell. WJ/SP/1733/06/007 (1733). LondonLives reference: LMWJPS653980008",155279.xml
616,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/008,LMWJPS653980010,"Robert Paterson, prisoner for debt in the Gatehouse. WJ/SP/1733/06/008 (1733). LondonLives reference: LMWJPS653980010",155279.xml
617,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/009,LMWJPS653980012,"Edward Gregory, debtor in the Gatehouse common side. WJ/SP/1733/06/009 (1733). LondonLives reference: LMWJPS653980012",155279.xml
618,Westminster,1733,Westminster Quarter Sessions: 1733,1733,WJ/SP/1733/06/005,LMWJPS653980020,Thomas Bones. WJ/SP/1733/06/005 (1733). LondonLives reference: LMWJPS653980020,155279.xml
619,Westminster,1734,Westminster Quarter Sessions: 1734,1734,WJ/SP/1734/10/002,LMWJPS654010004,"Patrick Lynch of St Margaret Westminster, perukemaker. WJ/SP/1734/10/002 (1734). LondonLives reference: LMWJPS654010004",155280.xml
620,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/01/001,LMWJPS654020002,William Boulton the younger. WJ/SP/1735/01/001 (1735). LondonLives reference: LMWJPS654020002,155281.xml
621,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/04/003,LMWJPS654030004,"Rebecca Davis, widow, and Lydia Davis, her daughter. WJ/SP/1735/04/003 (1735). LondonLives reference: LMWJPS654030004",155281.xml
622,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/04/004,LMWJPS654030005,William Boulton the younger. WJ/SP/1735/04/004 (1735). LondonLives reference: LMWJPS654030005,155281.xml
623,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/04/005,LMWJPS654030006,The churchwardens and surveyors of the highways of St James Westminster. WJ/SP/1735/04/005 (1735). LondonLives reference: LMWJPS654030006,155281.xml
624,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/04/006,LMWJPS654030007,George Smith. WJ/SP/1735/04/006 (1735). LondonLives reference: LMWJPS654030007,155281.xml
625,Westminster,1735,Westminster Quarter Sessions: 1735,1735,WJ/SP/1735/06/001,LMWJPS654040002,"Sarah Avery, widow. WJ/SP/1735/06/001 (1735). LondonLives reference: LMWJPS654040002",155281.xml
626,Westminster,1736,Westminster Quarter Sessions: 1736,1736,WJ/SP/1736/07/002,LMWJPS654060002,Charles William Stutley. WJ/SP/1736/07/002 (1736). LondonLives reference: LMWJPS654060002,155282.xml
627,Westminster,1736,Westminster Quarter Sessions: 1736,1736,WJ/SP/1736/07/003,LMWJPS654060004,William Thomas. WJ/SP/1736/07/003 (1736). LondonLives reference: LMWJPS654060004,155282.xml
628,Westminster,1736,Westminster Quarter Sessions: 1736,1736,WJ/SP/1736/10/007,LMWJPS654070004,"William Boulton, crier of the court of quarter sessions of the peace. WJ/SP/1736/10/007 (1736). LondonLives reference: LMWJPS654070004",155282.xml
629,Westminster,1736,Westminster Quarter Sessions: 1736,1736,WJ/SP/1736/10/006,LMWJPS654070010,Elizabeth Kennedy of St Leonard's Forster. WJ/SP/1736/10/006 (1736). LondonLives reference: LMWJPS654070010,155282.xml
630,Westminster,1737,Westminster Quarter Sessions: 1737,1737,WJ/SP/1737/01/005,LMWJPS654080002,Jacob Astley. WJ/SP/1737/01/005 (1737). LondonLives reference: LMWJPS654080002,155283.xml
631,Westminster,1737,Westminster Quarter Sessions: 1737,1737,WJ/SP/1737/01/006,LMWJPS654080009,Charles Cort. WJ/SP/1737/01/006 (1737). LondonLives reference: LMWJPS654080009,155283.xml
632,Westminster,1737,Westminster Quarter Sessions: 1737,1737,WJ/SP/1737/04,LMWJPS654090004,"John Gastrill, apprentice to John Franklyne, engraver. WJ/SP/1737/04 (1737). LondonLives reference: LMWJPS654090004",155283.xml
633,Westminster,1737,Westminster Quarter Sessions: 1737,1737,WJ/SP/1737/04/006,LMWJPS654090007,George Hind. WJ/SP/1737/04/006 (1737). LondonLives reference: LMWJPS654090007,155283.xml
634,Westminster,1737,Westminster Quarter Sessions: 1737,1737,WJ/SP/1737/04/007,LMWJPS654090009,The churchwardens and surveyors of the highways of St George Hanover Square. WJ/SP/1737/04/007 (1737). LondonLives reference: LMWJPS654090009,155283.xml
